15.0065	10.004	0.8582
14.91733877	10.86744089	0.1362
14.7070631	11.71900072	0.4689
14.32292702	12.4903	0.4557
13.83942222	13.20553805	0.7918
13.22053805	13.82512222	0.4872
12.5062	14.33172702	0.3793
11.70780072	14.6891631	0.3112
10.86944089	14.92663877	0.6574
9.9971	15.0026	0.3613
9.137659112	14.92863877	0.1001
8.280299283	14.6892631	0.029
7.4924	14.32872702	0.5409
6.790461952	13.82862222	0.5458
6.164977784	13.20613805	0.9225
5.675872981	12.5	0.3867
5.291736896	11.70060072	0.8983
5.071461235	10.87244089	0.295
5.0077	9.9963	0.4371
5.069961235	9.135259112	0.0582
5.302436896	8.298899283	0.4468
5.665072981	7.4908	0.2503
6.174377784	6.779361952	0.7879
6.787461952	6.173477784	0.1524
7.5043	5.669872981	0.3416
8.295199283	5.295236896	0.1198
9.132659112	5.079661235	0.8214
10.0001	5.0085	0.6964
10.86314089	5.073561235	0.3451
11.70460072	5.302136896	0.0595
12.5053	5.661472981	0.0303
13.21013805	6.161077784	0.3913
13.83102222	6.795961952	0.9065
14.32932702	7.5023	0.7007
14.7062631	8.290599283	0.7852
14.92153877	9.126959112	0.7872
