14.9914	10.0021	0.9747
14.92283877	10.86184089	0.8433
14.6995631	11.70550072	0.2634
14.33342702	12.5047	39.1445
13.83822222	13.21343805	65.5231
13.20683805	13.83092222	11.1579
12.5038	14.32872702	90.7158
11.71180072	14.7015631	117.3472
10.86784089	14.92603877	180.8481
9.9915	15.0052	0.2283
9.138059112	14.92573877	102.4287
8.282199283	14.6971631	56.4468
7.4957	14.33792702	3.1793
6.785461952	13.83172222	3.4531
6.175777784	13.21343805	3.1266
5.660172981	12.496	172.4016
5.296136896	11.70190072	95.5893
5.069261235	10.87754089	16.6343
5.0075	9.9955	6.6661
5.076261235	9.128959112	154.712
5.308236896	8.284599283	166.6935
5.675172981	7.5099	6.3465
6.177477784	6.793261952	8.5089
6.790661952	6.177077784	8.1024
7.5053	5.660372981	0.7379
8.283099283	5.295236896	6.6881
9.133959112	5.066761235	18.0335
10.0025	4.9941	108.9762
10.87204089	5.068061235	168.7643
11.70390072	5.301636896	172.4926
12.5016	5.669672981	140.4287
13.22133805	6.178677784	146.3083
13.82112222	6.784461952	104.4561
14.33202702	7.4929	99.5499
14.6922631	8.298399283	99.0528
14.93253877	9.123359112	99.402
