-2.0039	0	0.0061
-2.008792247	0	0.178248178
-2.053607379	0	0.333320143
-2.143274596	0	0.506
-2.239355557	0	0.63868761
-2.36381239	0	0.757444443
-2.5033	0	0.860625404
-2.662479857	0	0.940292621
-2.828551822	0	0.979807753
-3.0038	0	1.0003
-3.166248178	0	0.987407753
-3.334420143	0	0.933392621
-3.506	0	0.860525404
-3.63388761	0	0.757944443
-3.762444443	0	0.64038761
-3.874525404	0	0.5035
-3.932492621	0	0.335320143
-3.994207753	0	0.169448178
-3.9967	0	-0.01
-3.985707753	0	-0.164548178
-3.937092621	0	-0.333220143
-3.874725404	0	-0.4921
-3.769844443	0	-0.64798761
-3.64348761	0	-0.772944443
-3.5082	0	-0.868925404
-3.338620143	0	-0.935192621
-3.183148178	0	-0.989307753
-2.998	0	-1.0047
-2.817251822	0	-0.977907753
-2.658079857	0	-0.938092621
-2.4937	0	-0.872725404
-2.35421239	0	-0.762244443
-2.226755557	0	-0.64368761
-2.135674596	0	-0.4984
-2.060907379	0	-0.348720143
-2.015992247	0	-0.176748178
0	4.0041	0.0059
0	3.977007753	0.176148178
0	3.931392621	0.334920143
0	3.871525404	0.499
0	3.766044443	0.64908761
0	3.63728761	0.773244443
0	3.4924	0.866925404
0	3.346220143	0.934592621
0	3.175748178	0.987207753
0	3.0059	0.9987
0	2.820751822	0.994007753
0	2.648379857	0.948092621
0	2.4994	0.868625404
0	2.36521239	0.758244443
0	2.235055557	0.64658761
0	2.134974596	0.5019
0	2.066507379	0.338920143
0	2.009092247	0.174148178
0	2.0048	-0.0029
0	2.019592247	-0.176848178
0	2.065407379	-0.338220143
0	2.128574596	-0.4923
0	2.228955557	-0.65118761
0	2.34901239	-0.771244443
0	2.4988	-0.863525404
0	2.661779857	-0.937692621
0	2.829851822	-0.992707753
0	3.0007	-0.9995
0	3.166048178	-0.992507753
0	3.341720143	-0.931292621
0	3.5078	-0.870325404
0	3.64038761	-0.767644443
0	3.758144443	-0.63818761
0	3.874125404	-0.5085
0	3.935492621	-0.342820143
0	3.992607753	-0.170948178
3.9948	0	-0.0052
3.988907753	0	0.167748178
3.937892621	0	0.339020143
3.862225404	0	0.5028
3.764444443	0	0.64428761
3.65148761	0	0.775244443
3.4926	0	0.874425404
3.342520143	0	0.936892621
3.181648178	0	0.975707753
3.0009	0	1.0028
2.820651822	0	0.993207753
2.666479857	0	0.936592621
2.4952	0	0.857025404
2.35391239	0	0.767644443
2.224355557	0	0.65048761
2.138374596	0	0.5019
2.050407379	0	0.338020143
2.015892247	0	0.167048178
2.0066	0	0.0043
2.017992247	0	-0.172048178
2.052707379	0	-0.350720143
2.135574596	0	-0.5061
2.232455557	0	-0.64298761
2.36161239	0	-0.759944443
2.4937	0	-0.876025404
2.650279857	0	-0.934992621
2.819051822	0	-0.993707753
2.9902	0	-0.9966
3.173348178	0	-0.993207753
3.350520143	0	-0.931692621
3.5027	0	-0.864025404
3.63628761	0	-0.761944443
3.765644443	0	-0.64198761
3.874025404	0	-0.505
3.943792621	0	-0.338120143
3.982907753	0	-0.182848178
0	-2.003	0.003
0	-2.013692247	0.174748178
0	-2.067607379	0.340020143
0	-2.132774596	0.5025
0	-2.235355557	0.63648761
0	-2.36181239	0.761944443
0	-2.5024	0.873325404
0	-2.665379857	0.948292621
0	-2.821251822	0.980307753
0	-2.9989	0.9929
0	-3.178948178	0.987407753
0	-3.342820143	0.945592621
0	-3.4932	0.857025404
0	-3.63798761	0.757044443
0	-3.764244443	0.64678761
0	-3.875725404	0.4918
0	-3.936392621	0.343820143
0	-3.987207753	0.183148178
0	-4.0079	0.0082
0	-3.986707753	-0.164848178
0	-3.940792621	-0.345220143
0	-3.869625404	-0.4943
0	-3.764444443	-0.64538761
0	-3.63698761	-0.763944443
0	-3.5013	-0.861825404
0	-3.342420143	-0.940192621
0	-3.183048178	-0.985907753
0	-3.0076	-0.9994
0	-2.832051822	-0.983607753
0	-2.657579857	-0.931992621
0	-2.4952	-0.870325404
0	-2.36151239	-0.764244443
0	-2.237455557	-0.64118761
0	-2.125374596	-0.5003
0	-2.059807379	-0.349120143
0	-2.008692247	-0.182748178
